step,age_per_site,migration_rates_per_site,abiotic_value_per_site,species,site,summary
1,0.8977272727272727,1.4280812856899727,0.27186545655146865,Lumpenus lampretaeformis,5,mean
1,0.9387755102040817,1.4155738524699446,0.2804752305702627,Lycodes vahlii,5,mean
1,0.8351648351648352,1.4011662137191367,0.2560195994984017,Enchelyopus cimbrius,5,mean
1,1.0,1.414,0.2860662523470996,Lycenchelys sarsii,5,mean
1,1.0,1.4140000000000001,0.28909520794188465,Glyptocephalus cynoglossus,5,mean
1,0.9137931034482759,1.4054097853448753,0.2846538652262058,Platichthys flesus,6,mean
1,0.967741935483871,1.4270715543456307,0.2913544252103343,Aphia minuta,6,mean
1,0.9180327868852459,1.4284743350761167,0.28082891208097077,Chelidonichthys cuculus,6,mean
1,0.8823529411764706,1.3987248865354702,0.2639090397742912,Dicentrarchus labrax,6,mean
1,0.9523809523809523,1.4140000000000001,0.2732655460172138,Scophthalmus rhombus,6,mean
1,0.896551724137931,1.4379317393163502,0.281326547066056,Trachinus draco,6,mean
1,0.8791208791208791,1.4028633855949506,0.2714980188373848,Hippoglossoides platessoides,6,mean
1,0.967391304347826,1.4188340561763848,0.2845199879239886,Lumpenus lampretaeformis,6,mean
1,0.926829268292683,1.400650271177995,0.2743539909160772,Lycodes vahlii,6,mean
1,0.8857142857142857,1.405424899787913,0.26730739442923995,Enchelyopus cimbrius,6,mean
1,0.85,1.414979688009575,0.2668745506629309,Lycenchelys sarsii,6,mean
1,0.9428571428571428,1.417073056329002,0.28448131413168853,Glyptocephalus cynoglossus,6,mean
1,0.8947368421052632,1.408350601280541,0.2790009804486596,Platichthys flesus,7,mean
1,0.9340659340659341,1.4128623194866643,0.27383845706117316,Aphia minuta,7,mean
1,0.9358974358974359,1.4297624673438827,0.2835357384817229,Chelidonichthys cuculus,7,mean
1,0.8933333333333333,1.415089903644327,0.26543767040835775,Dicentrarchus labrax,7,mean
1,0.8521739130434782,1.4201436118135407,0.27066905153409526,Scophthalmus rhombus,7,mean
1,0.925,1.4109906635567075,0.28434502531979955,Trachinus draco,7,mean
1,0.8875,1.3922232834748685,0.2709041030919298,Hippoglossoides platessoides,7,mean
1,0.9076923076923077,1.4172978972656045,0.2798413147936425,Lumpenus lampretaeformis,7,mean
1,0.9240506329113924,1.414094486296946,0.27956945783446985,Lycodes vahlii,7,mean
1,1.0,1.414,0.2909999075417604,Enchelyopus cimbrius,7,mean
1,1.0,1.4140000000000004,0.28597251901593773,Lycenchelys sarsii,7,mean
1,0.8811881188118812,1.421765266696536,0.27032065256332527,Glyptocephalus cynoglossus,7,mean
1,0.8970588235294118,1.4345179173294451,0.2744862116956214,Platichthys flesus,8,mean
1,0.8245614035087719,1.4248592742517068,0.2672963763837264,Aphia minuta,8,mean
1,1.0,1.4140000000000001,0.28893530335526046,Chelidonichthys cuculus,8,mean
1,0.8899082568807339,1.4085129485051051,0.2701048816983488,Dicentrarchus labrax,8,mean
1,0.8723404255319149,1.3698558465203554,0.27411801259652735,Scophthalmus rhombus,8,mean
1,0.8979591836734694,1.412212899344659,0.2666100728378362,Trachinus draco,8,mean
1,0.881578947368421,1.4048933535047745,0.2646799296937198,Hippoglossoides platessoides,8,mean
1,1.0,1.4140000000000001,0.28612905128731175,Lumpenus lampretaeformis,8,mean
1,1.0,1.4140000000000001,0.2878890203051355,Lycodes vahlii,8,mean
1,0.9661016949152542,1.4148568579247942,0.2890982750118733,Enchelyopus cimbrius,8,mean
1,0.9076923076923077,1.4026855089898949,0.2779212446919127,Lycenchelys sarsii,8,mean
1,0.8271604938271605,1.4065573803220026,0.2566747186159507,Glyptocephalus cynoglossus,8,mean
1,0.8648648648648649,1.4335954354739333,0.2639090714210158,Platichthys flesus,9,mean
1,0.8055555555555556,1.445071369001867,0.27521075454080773,Aphia minuta,9,mean
1,0.975,1.4264617897590448,0.2791179468785637,Chelidonichthys cuculus,9,mean
1,0.9705882352941176,1.4223388369403724,0.29071887230151067,Dicentrarchus labrax,9,mean
1,0.8888888888888888,1.4259516570983177,0.2684318970971502,Scophthalmus rhombus,9,mean
1,0.84375,1.413958626742806,0.2685281009329691,Trachinus draco,9,mean
1,0.95,1.4127049453255531,0.2706428153375055,Hippoglossoides platessoides,9,mean
1,1.0,1.414,0.28997830486885645,Lumpenus lampretaeformis,9,mean
1,1.0,1.414,0.28593390209839875,Lycodes vahlii,9,mean
1,0.8554216867469879,1.4143211315944861,0.2705851688361382,Enchelyopus cimbrius,9,mean
1,0.9223300970873787,1.4171561629318843,0.27323659730042693,Lycenchelys sarsii,9,mean
1,0.8854166666666666,1.4263265346720857,0.2762354897899695,Glyptocephalus cynoglossus,9,mean
1,0.92,1.4084403577379399,0.28107413292903805,Platichthys flesus,10,mean
1,0.8493150684931506,1.3918993830907391,0.25852595174815324,Aphia minuta,10,mean
1,0.8648648648648649,1.4086863719444915,0.2653311824764192,Chelidonichthys cuculus,10,mean
1,0.90625,1.402123917205492,0.2751122202788718,Dicentrarchus labrax,10,mean
1,0.9545454545454546,1.4144584920222028,0.2750984277736614,Scophthalmus rhombus,10,mean
1,0.9354838709677419,1.3990183339301616,0.2778698869634025,Trachinus draco,10,mean
1,0.9761904761904762,1.4037398937429293,0.28099719664483824,Hippoglossoides platessoides,10,mean
1,0.8674698795180723,1.430689446327896,0.26427540346859935,Lumpenus lampretaeformis,10,mean
1,0.88,1.4186090730992804,0.27408160557618766,Lycodes vahlii,10,mean
1,0.8,1.3900578000817236,0.25759147188307985,Enchelyopus cimbrius,10,mean
1,0.8,1.4891313679353428,0.26790392934745544,Lycenchelys sarsii,10,mean
1,0.875,1.4083521889205557,0.27079427728032734,Glyptocephalus cynoglossus,10,mean
1,0.8817204301075269,1.4099882850967635,0.2595192537866704,Platichthys flesus,11,mean
1,0.908256880733945,1.4237408999680143,0.2703245063640501,Aphia minuta,11,mean
1,0.9565217391304348,1.4289414379308762,0.2837500639259445,Chelidonichthys cuculus,11,mean
1,0.8571428571428571,1.4440586139513527,0.2656050047477465,Dicentrarchus labrax,11,mean
1,0.8888888888888888,1.3637658749326247,0.2744927933367712,Scophthalmus rhombus,11,mean
1,0.8769230769230769,1.407801606357525,0.25890599736368125,Trachinus draco,11,mean
1,0.8846153846153846,1.4121330480693142,0.2695076816295954,Hippoglossoides platessoides,11,mean
1,0.8571428571428571,1.403663748006483,0.2568374941296347,Lumpenus lampretaeformis,11,mean
1,0.9393939393939394,1.4013209909431257,0.279927027218726,Lycodes vahlii,11,mean
1,0.8275862068965517,1.4147296182967284,0.2654303927756826,Enchelyopus cimbrius,11,mean
1,0.9680851063829787,1.4141262837130453,0.28680489938996556,Lycenchelys sarsii,11,mean
1,0.8472222222222222,1.4123273952958195,0.2613810935515478,Glyptocephalus cynoglossus,11,mean
1,1.0,1.4140000000000001,0.2874141744002496,Platichthys flesus,12,mean
1,0.9024390243902439,1.4138946384112385,0.27187458944019777,Aphia minuta,12,mean
1,1.0,1.4140000000000001,0.28994184902569736,Chelidonichthys cuculus,12,mean
1,0.9722222222222222,1.4148426293586578,0.2886343646841483,Dicentrarchus labrax,12,mean
1,0.98,1.4239241007974954,0.28225499049269165,Scophthalmus rhombus,12,mean
1,0.8653846153846154,1.4032313714648812,0.27098860810663133,Trachinus draco,12,mean
1,0.9642857142857143,1.3961960506162743,0.2848541874270251,Hippoglossoides platessoides,12,mean
1,0.8260869565217391,1.3973307441879503,0.24756842972499377,Lumpenus lampretaeformis,12,mean
1,1.0,1.4140000000000001,0.28967190765570144,Lycodes vahlii,12,mean
1,0.9722222222222222,1.4140301273508813,0.2857366150212966,Enchelyopus cimbrius,12,mean
1,0.9298245614035088,1.4154160957094397,0.2766180001739214,Lycenchelys sarsii,12,mean
1,0.9294117647058824,1.4076207304270356,0.27629146951713096,Glyptocephalus cynoglossus,12,mean
1,0.8333333333333334,1.3805991731418858,0.2570383570123114,Platichthys flesus,13,mean
1,0.9166666666666666,1.4313029664495491,0.2748726440756317,Aphia minuta,13,mean
1,0.8,1.4264686527881363,0.24293257756167744,Chelidonichthys cuculus,13,mean
1,0.8727272727272727,1.4023928910604537,0.2732156401736821,Dicentrarchus labrax,13,mean
1,0.8955223880597015,1.4241480668327877,0.27219177069536055,Scophthalmus rhombus,13,mean
1,0.8979591836734694,1.4184020878067296,0.27807374842570737,Trachinus draco,13,mean
1,1.0,1.414,0.2897907603302631,Hippoglossoides platessoides,13,mean
1,0.9545454545454546,1.4141141742564036,0.2787243403449647,Lumpenus lampretaeformis,13,mean
1,0.9252336448598131,1.4146058594503157,0.2773394870249578,Lycodes vahlii,13,mean
1,0.9047619047619048,1.4059524920894733,0.26085382024344994,Enchelyopus cimbrius,13,mean
1,0.8823529411764706,1.4007785854791823,0.268873797881962,Lycenchelys sarsii,13,mean
1,1.0,1.4140000000000004,0.29013724785942596,Glyptocephalus cynoglossus,13,mean
1,0.96,1.4374343888641308,0.28599271831624273,Platichthys flesus,14,mean
1,0.8333333333333334,1.4090368499966373,0.25203681848114207,Aphia minuta,14,mean
1,0.8142857142857143,1.4180340169667045,0.26293281415923764,Chelidonichthys cuculus,14,mean
1,0.8518518518518519,1.4107042587675993,0.2551526355254934,Dicentrarchus labrax,14,mean
1,0.9753086419753086,1.4019346092253446,0.28291435383459457,Scophthalmus rhombus,14,mean
1,0.984375,1.4133162881019425,0.28796726970608855,Trachinus draco,14,mean
1,0.8494623655913979,1.379091029486082,0.2528427476596044,Hippoglossoides platessoides,14,mean
1,0.8913043478260869,1.402105086519096,0.27203136674271206,Lumpenus lampretaeformis,14,mean
1,0.9444444444444444,1.4142813823919638,0.2713422915939436,Lycodes vahlii,14,mean
1,1.0,1.4140000000000001,0.28514821979252936,Enchelyopus cimbrius,14,mean
1,1.0,1.4140000000000001,0.2857274458730042,Lycenchelys sarsii,14,mean
1,0.8369565217391305,1.4313936482085803,0.2730567052749384,Glyptocephalus cynoglossus,14,mean
1,0.9230769230769231,1.3755866641026608,0.2661492198235204,Platichthys flesus,15,mean
1,0.9210526315789473,1.4135245255722158,0.2810346175176384,Aphia minuta,15,mean
1,0.8604651162790697,1.4057053890558968,0.2733497832519122,Chelidonichthys cuculus,15,mean
1,0.9456521739130435,1.4265403748066523,0.28456068938059303,Dicentrarchus labrax,15,mean
1,0.927536231884058,1.4185446558122337,0.2737365584696217,Scophthalmus rhombus,15,mean
1,0.8846153846153846,1.428234410877688,0.2749981807838873,Trachinus draco,15,mean
1,0.9591836734693877,1.4019721256622097,0.2823041265420067,Hippoglossoides platessoides,15,mean
1,0.8611111111111112,1.3948580299687885,0.2623961589648625,Lumpenus lampretaeformis,15,mean
1,0.8910891089108911,1.4002781574709702,0.27106284668451264,Lycodes vahlii,15,mean
1,0.8923076923076924,1.4066525132669088,0.26783360670045825,Enchelyopus cimbrius,15,mean
1,0.9518072289156626,1.404627567409683,0.28020453811270163,Lycenchelys sarsii,15,mean
1,0.8641975308641975,1.4199892920197497,0.271150159404432,Glyptocephalus cynoglossus,15,mean
1,1.0,1.4140000000000004,0.2916129558565514,Platichthys flesus,16,mean
1,1.0,1.4140000000000006,0.28791022161255814,Aphia minuta,16,mean
1,0.9056603773584906,1.3982778738793797,0.27564228782704764,Chelidonichthys cuculus,16,mean
1,0.8571428571428571,1.4276465254188977,0.26858356063306027,Dicentrarchus labrax,16,mean
1,0.8490566037735849,1.406386158367119,0.26012011473640423,Scophthalmus rhombus,16,mean
1,0.9565217391304348,1.3925267492787388,0.2895476269281682,Trachinus draco,16,mean
1,0.9583333333333334,1.4039627070388365,0.2818539039302861,Hippoglossoides platessoides,16,mean
1,0.9210526315789473,1.42704151899806,0.27340337770444806,Lumpenus lampretaeformis,16,mean
1,0.8591549295774648,1.4378318350466788,0.2783567059784713,Lycodes vahlii,16,mean
1,0.8983050847457628,1.415356645549838,0.2736136192250968,Enchelyopus cimbrius,16,mean
1,0.9032258064516129,1.4162409841301795,0.28046760748617555,Lycenchelys sarsii,16,mean
1,0.9555555555555556,1.4266414390739628,0.2748291187221507,Glyptocephalus cynoglossus,16,mean
1,1.0,1.414,0.28973872740798196,Platichthys flesus,17,mean
1,0.8857142857142857,1.3950430390459623,0.2707157958969468,Aphia minuta,17,mean
1,0.9016393442622951,1.4087312266291336,0.27566034749333623,Chelidonichthys cuculus,17,mean
1,0.8529411764705882,1.368134283871064,0.2579720586397607,Dicentrarchus labrax,17,mean
1,0.9375,1.383398957619,0.26872861774309664,Scophthalmus rhombus,17,mean
1,0.9375,1.4043958305051374,0.2854745454678992,Trachinus draco,17,mean
1,0.9259259259259259,1.3906119089014999,0.2883435514885341,Hippoglossoides platessoides,17,mean
1,0.8636363636363636,1.4126649802365403,0.26676297298312485,Lumpenus lampretaeformis,17,mean
1,0.9195402298850575,1.4142991199651824,0.2751400689839299,Lycodes vahlii,17,mean
1,0.9782608695652174,1.4198296168594304,0.28954355405986937,Enchelyopus cimbrius,17,mean
1,1.0,1.414,0.28982231820382376,Lycenchelys sarsii,17,mean
1,1.0,1.414,0.2810490417470046,Glyptocephalus cynoglossus,17,mean
1,0.8850574712643678,1.4289024358580724,0.2800704684080255,Platichthys flesus,18,mean
1,0.8333333333333334,1.429115186973029,0.2661589928417018,Aphia minuta,18,mean
1,0.9333333333333333,1.4028214457518313,0.27705404563805885,Chelidonichthys cuculus,18,mean
1,0.9090909090909091,1.4166519356285596,0.260258737531091,Dicentrarchus labrax,18,mean
1,0.9117647058823529,1.4155743628258382,0.27301484147925714,Scophthalmus rhombus,18,mean
1,0.8636363636363636,1.426485404950761,0.2712959090876356,Trachinus draco,18,mean
1,0.96,1.4358313888258332,0.284856003191155,Hippoglossoides platessoides,18,mean
1,0.9010989010989011,1.397724931470468,0.27016507981093596,Lumpenus lampretaeformis,18,mean
1,0.8857142857142857,1.4084943131481904,0.27864342646437085,Lycodes vahlii,18,mean
1,1.0,1.4140000000000001,0.29014357016899744,Enchelyopus cimbrius,18,mean
1,0.8333333333333334,1.4285412700267273,0.2832804989232274,Lycenchelys sarsii,18,mean
1,0.9354838709677419,1.4195130392385242,0.28583870052662796,Glyptocephalus cynoglossus,18,mean
1,0.967741935483871,1.3981935483870973,0.27965350954438584,Platichthys flesus,19,mean
1,0.9767441860465116,1.4253953488372093,0.28245405195047246,Aphia minuta,19,mean
1,0.8970588235294118,1.4054379617766521,0.27671970508097,Chelidonichthys cuculus,19,mean
1,0.8725490196078431,1.4401738400904212,0.2793862440250878,Dicentrarchus labrax,19,mean
1,0.8837209302325582,1.4454197207024513,0.2657793682870866,Scophthalmus rhombus,19,mean
1,0.8888888888888888,1.408365101857257,0.2714495985404075,Trachinus draco,19,mean
1,0.8,1.436937113069874,0.2786351175980976,Hippoglossoides platessoides,19,mean
1,1.0,1.4140000000000004,0.2899699976784638,Lumpenus lampretaeformis,19,mean
1,0.8717948717948718,1.4415267816556645,0.2749502001779133,Lycodes vahlii,19,mean
1,1.0,1.4140000000000001,0.29324891290871685,Enchelyopus cimbrius,19,mean
1,0.9090909090909091,1.4398266291030044,0.27918080974240306,Lycenchelys sarsii,19,mean
1,0.8928571428571429,1.416258019344067,0.27356626765333286,Glyptocephalus cynoglossus,19,mean
1,1.0,1.4140000000000001,0.28878955806486,Platichthys flesus,20,mean
1,0.8,1.413475175052892,0.26971832422808384,Aphia minuta,20,mean
1,0.8823529411764706,1.3879065734325942,0.2520680242505688,Chelidonichthys cuculus,20,mean
1,0.8695652173913043,1.4333279712668376,0.27454987540292775,Dicentrarchus labrax,20,mean
1,1.0,1.414,0.2814121444341578,Scophthalmus rhombus,20,mean
1,0.9285714285714286,1.4125879613653602,0.30005193047796475,Trachinus draco,20,mean
1,0.90625,1.4028907844491387,0.2656563369764425,Hippoglossoides platessoides,20,mean
1,0.8695652173913043,1.4042738527310337,0.26337687916650715,Lumpenus lampretaeformis,20,mean
1,0.8932038834951457,1.4365581297706487,0.27491866381757923,Lycodes vahlii,20,mean
1,0.9230769230769231,1.3756159623090372,0.2657358928734844,Enchelyopus cimbrius,20,mean
1,0.8674698795180723,1.4037297321801465,0.2726888376656329,Lycenchelys sarsii,20,mean
1,0.8482142857142857,1.407210367602932,0.2689779322029799,Glyptocephalus cynoglossus,20,mean
1,0.9012345679012346,1.4104127489138318,0.28244914480411326,Platichthys flesus,21,mean
1,0.9278350515463918,1.3948135094740692,0.2829845455243732,Aphia minuta,21,mean
1,0.9347826086956522,1.4049786483261135,0.2688729521025897,Chelidonichthys cuculus,21,mean
1,1.0,1.4140000000000001,0.28766026934348754,Dicentrarchus labrax,21,mean
1,0.9375,1.4077147356847821,0.28496653407207934,Scophthalmus rhombus,21,mean
1,0.9010989010989011,1.412527744980224,0.2853563554286225,Trachinus draco,21,mean
1,0.9387755102040817,1.4119237572755035,0.27048042799666916,Hippoglossoides platessoides,21,mean
1,0.8526315789473684,1.422782525163756,0.2557758389887758,Lumpenus lampretaeformis,21,mean
1,0.8536585365853658,1.4298621771501925,0.2535458371720437,Lycodes vahlii,21,mean
1,0.8653846153846154,1.4220488449536544,0.26701468423837854,Enchelyopus cimbrius,21,mean
1,0.9069767441860465,1.414804633770783,0.2825865828907498,Lycenchelys sarsii,21,mean
1,0.88,1.402378508554885,0.27450363582202203,Glyptocephalus cynoglossus,21,mean
1,0.8852459016393442,1.4522840253661036,0.27491223664225234,Platichthys flesus,22,mean
1,1.0,1.414,0.289467083140853,Aphia minuta,22,mean
1,0.8571428571428571,1.469740581198349,0.26081784703453204,Chelidonichthys cuculus,22,mean
1,0.8888888888888888,1.407476268743518,0.2747013084655582,Dicentrarchus labrax,22,mean
1,0.6842105263157895,1.3897877741276268,0.28163414841202955,Scophthalmus rhombus,22,mean
1,0.8793103448275862,1.4150740744146644,0.27113536254545945,Trachinus draco,22,mean
1,1.0,1.414,0.2868385481300928,Hippoglossoides platessoides,22,mean
1,0.8701298701298701,1.3839098822058726,0.26725173856042456,Lumpenus lampretaeformis,22,mean
1,0.9803921568627451,1.4143148788603317,0.28516611287642174,Lycodes vahlii,22,mean
1,0.97,1.4073983816532545,0.2841573044416657,Enchelyopus cimbrius,22,mean
1,0.7941176470588235,1.4428656344162474,0.24671593067236283,Lycenchelys sarsii,22,mean
1,0.8955223880597015,1.3966303721547015,0.271045897244582,Glyptocephalus cynoglossus,22,mean
1,0.68,1.3375626127721945,0.21905188322258248,Platichthys flesus,23,mean
1,0.9215686274509803,1.4126632164048056,0.2664463769324047,Aphia minuta,23,mean
1,0.9259259259259259,1.4489665000402243,0.2815805363143973,Chelidonichthys cuculus,23,mean
1,0.8947368421052632,1.4141658514835986,0.2792662237921984,Dicentrarchus labrax,23,mean
1,0.9310344827586207,1.4342133861826492,0.26629255545291214,Scophthalmus rhombus,23,mean
1,0.8823529411764706,1.4336886961211304,0.2699890935860458,Trachinus draco,23,mean
1,0.796875,1.4064632891530913,0.26168046822576646,Hippoglossoides platessoides,23,mean
1,1.0,1.414,0.28738785795266136,Lumpenus lampretaeformis,23,mean
1,0.8942307692307693,1.403425221176057,0.26776084102857367,Lycodes vahlii,23,mean
1,0.9080459770114943,1.405295698894365,0.27232847513992353,Enchelyopus cimbrius,23,mean
1,1.0,1.4140000000000004,0.289145396868347,Lycenchelys sarsii,23,mean
1,0.9574468085106383,1.4124917537221375,0.2793765827789153,Glyptocephalus cynoglossus,23,mean
1,0.8495575221238938,1.4210639863536618,0.26950283881624093,Platichthys flesus,24,mean
1,0.8981481481481481,1.4016906950636983,0.2727755341116444,Aphia minuta,24,mean
1,1.0,1.414,0.28588937458960634,Chelidonichthys cuculus,24,mean
1,0.9333333333333333,1.415582384583445,0.27912375003221784,Dicentrarchus labrax,24,mean
1,0.9245283018867925,1.4186322442124801,0.2776411286538193,Scophthalmus rhombus,24,mean
1,1.0,1.414,0.28827575466801053,Trachinus draco,24,mean
1,0.8571428571428571,1.4305323621919115,0.27318404688707637,Hippoglossoides platessoides,24,mean
1,0.82,1.4058375642020073,0.26056868536456773,Lumpenus lampretaeformis,24,mean
1,0.9175257731958762,1.4195311628983924,0.27420104467906886,Lycodes vahlii,24,mean
1,0.87,1.4016849653986236,0.28361203912136806,Enchelyopus cimbrius,24,mean
1,0.7818181818181819,1.4413812176153933,0.27249392783958915,Lycenchelys sarsii,24,mean
1,0.9294117647058824,1.4189691242751703,0.2806729135504818,Glyptocephalus cynoglossus,24,mean
1,0.8823529411764706,1.4238854981442666,0.25375117279706305,Platichthys flesus,25,mean
1,0.9152542372881356,1.391047568340315,0.2716537105013013,Aphia minuta,25,mean
1,0.8857142857142857,1.4121506307349687,0.28271174135735977,Chelidonichthys cuculus,25,mean
1,0.8627450980392157,1.3993972328087294,0.26228638134275967,Dicentrarchus labrax,25,mean
1,1.0,1.414,0.290350950090421,Scophthalmus rhombus,25,mean
1,0.8208955223880597,1.4055194945492926,0.26290117975025606,Trachinus draco,25,mean
1,0.967741935483871,1.4140000000000006,0.288429618912958,Hippoglossoides platessoides,25,mean
1,0.825,1.443492464868211,0.2789202997791778,Lumpenus lampretaeformis,25,mean
1,1.0,1.414,0.28975463954354996,Lycodes vahlii,25,mean
1,0.8888888888888888,1.4260146753972278,0.2649068073091855,Enchelyopus cimbrius,25,mean
1,0.9433962264150944,1.405903553699428,0.2891785561611216,Lycenchelys sarsii,25,mean
1,0.9859154929577465,1.4223012426085635,0.289390733472946,Glyptocephalus cynoglossus,25,mean
1,0.8148148148148148,1.4442957860943981,0.24738345367236803,Platichthys flesus,26,mean
1,0.9259259259259259,1.4219922264357185,0.2721800946399258,Aphia minuta,26,mean
1,0.78125,1.4293238321142883,0.2800506382991441,Chelidonichthys cuculus,26,mean
1,0.9733333333333334,1.4152098004145397,0.2801512790819504,Dicentrarchus labrax,26,mean
1,1.0,1.4140000000000004,0.2881123492428248,Scophthalmus rhombus,26,mean
1,0.9714285714285714,1.4296051984700915,0.28657112146448155,Trachinus draco,26,mean
1,0.8539325842696629,1.4137209467860161,0.2656391299705288,Hippoglossoides platessoides,26,mean
1,0.8947368421052632,1.3934670456454514,0.2726906212171646,Lumpenus lampretaeformis,26,mean
1,0.8285714285714286,1.3830654326703606,0.2697337056929105,Lycodes vahlii,26,mean
1,1.0,1.4140000000000001,0.29001067613226766,Enchelyopus cimbrius,26,mean
1,0.868421052631579,1.3789269484033906,0.27113191587372515,Lycenchelys sarsii,26,mean
1,0.9390243902439024,1.417829227399602,0.2865339879615749,Glyptocephalus cynoglossus,26,mean
1,0.8651685393258427,1.4497326211754231,0.2766099323848381,Platichthys flesus,27,mean
1,0.927536231884058,1.3935711218558167,0.28382500390645216,Aphia minuta,27,mean
1,0.9090909090909091,1.3973873748583379,0.26569952617201426,Chelidonichthys cuculus,27,mean
1,0.9659090909090909,1.4088167357286292,0.28160764667213595,Dicentrarchus labrax,27,mean
1,0.9310344827586207,1.4086585414981188,0.2848653704546688,Scophthalmus rhombus,27,mean
1,1.0,1.414,0.28567606708930293,Trachinus draco,27,mean
1,0.9444444444444444,1.4407159719817022,0.28445526165466856,Hippoglossoides platessoides,27,mean
